"","CAMIS","DBA","INSPECTION.DATE","GRADE","INSPECTION.TYPE","SCORE"
"286","40373794","READY PENNY INN","03/06/2019","A","Cycle Inspection / Initial Inspection",12
"287","40373888","IL MULINO","04/30/2018","A","Cycle Inspection / Initial Inspection",12
"288","40373889","FELIDIA RESTAURANT","08/22/2018","A","Cycle Inspection / Re-inspection",8
"289","40373909","MCDONALD'S","06/22/2018","A","Cycle Inspection / Initial Inspection",7
"290","40373912","THE MALT HOUSE","11/14/2018","A","Cycle Inspection / Initial Inspection",13
"291","40373937","SHUN LEE","03/20/2018","A","Cycle Inspection / Initial Inspection",8
"292","40373938","IHOP","03/28/2019","Z","Cycle Inspection / Re-inspection",26
"293","40374088","PONGSRI THAI RESTAURANT","11/19/2018","B","Cycle Inspection / Re-inspection",24
"294","40374131","PRIMAVERA PIZZA & PASTA","03/06/2019","A","Cycle Inspection / Re-inspection",12
"295","40374136","TONY'S PIER RESTAURANT","10/16/2018","A","Cycle Inspection / Re-inspection",12
"296","40374192","ELIO'S","09/28/2018","B","Cycle Inspection / Re-inspection",27
"297","40374266","KASTELI II","01/15/2019","C","Cycle Inspection / Re-inspection",35
"298","40374277","MOLLY WEE PUB","01/15/2019","A","Cycle Inspection / Initial Inspection",5
"299","40374395","EL CARIBE","04/04/2018","A","Cycle Inspection / Initial Inspection",0
"300","40374415","OMEN JAPANESE CUISINE","07/19/2018","A","Cycle Inspection / Re-inspection",12
"301","40374460","MCDONALD'S","01/08/2019","A","Cycle Inspection / Initial Inspection",11
"302","40374711","ROSIE O'GRADY RESTAURANT","07/24/2018","A","Cycle Inspection / Initial Inspection",7
"303","40374814","EUROPA BAR","03/13/2019","A","Cycle Inspection / Initial Inspection",7
"304","40374834","CASA BELLA","07/05/2018","A","Cycle Inspection / Re-inspection",13
"305","40374974","CHEZ NAPOLEON","12/20/2018","A","Cycle Inspection / Re-inspection",8
"306","40375108","TURKEY'S NEST TAVERN","10/10/2018","A","Cycle Inspection / Initial Inspection",13
"307","40375286","LA VILLA DE PIZZA & RESTAURANT","03/19/2019","A","Cycle Inspection / Re-inspection",13
"308","40375369","OZONE PIZZERIA","04/09/2019","A","Cycle Inspection / Initial Inspection",7
"309","40375376","AGRA RESTAURANT","10/18/2018","Z","Cycle Inspection / Re-inspection",21
"310","40375616","ARTURO'S","01/18/2018","A","Cycle Inspection / Initial Inspection",13
"311","40375634","PARIS BLUES","05/15/2018","A","Cycle Inspection / Initial Inspection",12
"312","40375699","GENE'S RESTURANT","06/22/2018","A","Cycle Inspection / Initial Inspection",9
"313","40375819","MARIA RISTORANTE","07/02/2018","C","Cycle Inspection / Re-inspection",58
"314","40375839","COZY SOUP & BURGER","08/29/2018","A","Cycle Inspection / Initial Inspection",8
"315","40375929","VILLA FIORITA","02/27/2019","A","Cycle Inspection / Initial Inspection",9
"316","40376029","MOMS LUNCHEONETTE","03/13/2019","A","Cycle Inspection / Initial Inspection",12
"317","40376039","TEVERE 84","08/16/2017","A","Cycle Inspection / Initial Inspection",10
"318","40376077","FONTANA FAMOUS PIZZA & GYRO","10/22/2018","A","Cycle Inspection / Initial Inspection",13
"319","40376142","LUSARDI'S RESTAURANT","08/07/2018","A","Cycle Inspection / Initial Inspection",13
"320","40376204","PORTOFINO","10/10/2018","A","Cycle Inspection / Re-inspection",13
"321","40376290","KING'S ARMS RESTAURANT","04/03/2019","A","Cycle Inspection / Initial Inspection",12
"322","40376352","BLUE NOTE JAZZ","11/13/2018","A","Cycle Inspection / Initial Inspection",7
"323","40376493","THE WATER CLUB","02/23/2017","A","Cycle Inspection / Initial Inspection",10
"324","40376495","MARCO POLO RISTORANTE","03/05/2019","A","Cycle Inspection / Initial Inspection",9
"325","40376496","MANHATTAN MONSTER","11/08/2018","A","Cycle Inspection / Initial Inspection",13
"326","40376515","AMERICAN MUSEUM OF NATURAL HISTORY FOOD COURT","03/08/2018","A","Cycle Inspection / Initial Inspection",7
"327","40376583","WAR MEMORIAL ICE SKATING RINK","03/24/2018","A","Cycle Inspection / Initial Inspection",2
"328","40376635","TRIPOLI RESTAURANT/SWALLOW CAFE","11/30/2018","A","Cycle Inspection / Re-inspection",9
"329","40376718","PJ BERNSTEIN DELI & RESTAURANT","12/12/2018","A","Cycle Inspection / Initial Inspection",12
"330","40376735","PJ CARNEY'S","03/06/2019","A","Cycle Inspection / Re-inspection",13
"331","40376944","TOMOE SUSHI","06/02/2018","B","Cycle Inspection / Re-inspection",20
"332","40377124","JP'S WATERSIDE RESTAURANT","01/09/2019","A","Cycle Inspection / Initial Inspection",10
"333","40377243","JOHN & JOE PIZZERIA & RESTAURANT","04/11/2019","A","Cycle Inspection / Initial Inspection",13
"334","40377262","SUNSET PIZZERIA","03/18/2019","A","Cycle Inspection / Re-inspection",13
"335","40377294","MCDONALD'S","04/03/2019","A","Cycle Inspection / Initial Inspection",9
"336","40377325","JACKSON HOLE","11/07/2018","A","Cycle Inspection / Initial Inspection",13
"337","40377385","NAPOLI PIZZA","09/18/2018","A","Cycle Inspection / Initial Inspection",11
"338","40377506","VESUVIO RESTAURANT & PIZZA","02/13/2019","A","Cycle Inspection / Initial Inspection",13
"339","40377560","WESTERN BAKERY","02/11/2019","Z","Cycle Inspection / Reopening Inspection",0
"340","40377630","JOHNS CAFE & RESTAURANT","03/14/2019","A","Cycle Inspection / Initial Inspection",13
"341","40377789","CAFE LUXEMBOURG","04/05/2019","A","Cycle Inspection / Re-inspection",11
"342","40378035","DUNKIN' DONUTS, BASKIN ROBBINS","01/14/2019","A","Cycle Inspection / Initial Inspection",9
"343","40378136","BROADWAY RESTAURANT","01/07/2019","A","Cycle Inspection / Re-inspection",11
"344","40378190","NARITA JAPANESE RESTAURANT","03/27/2018","A","Cycle Inspection / Re-inspection",12
"345","40378212","CUCHIFRITO","01/25/2019","A","Cycle Inspection / Initial Inspection",3
"346","40378571","IL CANTINORI RESTAURAUNT","11/05/2018","A","Cycle Inspection / Initial Inspection",5
"347","40378579","ANDREWS COFFEE SHOP","02/25/2019","A","Cycle Inspection / Initial Inspection",4
"348","40378719","THE CLUBHOUSE","03/06/2019","A","Cycle Inspection / Re-inspection",12
"349","40378774","FAME DINER","03/25/2019","A","Cycle Inspection / Initial Inspection",9
"350","40378796","KNIGHTS OF BARON DEKALB","05/01/2018","A","Cycle Inspection / Initial Inspection",7
"351","40378822","WEST CORK-UNION HALL","08/02/2018","A","Cycle Inspection / Initial Inspection",4
"352","40378827","KOSHER HUT OF BROOKLYN","07/23/2018","A","Cycle Inspection / Initial Inspection",12
"353","40378874","TERRA BLUES","06/29/2018","A","Cycle Inspection / Initial Inspection",5
"354","40379026","FLAMINGO","01/31/2018","A","Cycle Inspection / Initial Inspection",12
"355","40379149","MONTE'S","02/28/2019","A","Cycle Inspection / Re-inspection",12
"356","40379304","GOTHAM BAR & GRILL","11/14/2018","A","Cycle Inspection / Initial Inspection",8
"357","40379566","LONDON LENNIES","03/28/2019","A","Cycle Inspection / Re-inspection",3
"358","40379573","DUNKIN' DONUTS","07/27/2018","A","Cycle Inspection / Initial Inspection",12
"359","40379580","COOPER TOWN DINER","12/10/2018","A","Cycle Inspection / Initial Inspection",11
"360","40379620","DELMONICO'S KITCHEN","09/17/2018","A","Cycle Inspection / Initial Inspection",7
"361","40379628","HASAKI RESTAURANT","04/18/2018","A","Cycle Inspection / Re-inspection",10
"362","40379662","MEZZALUNA","09/28/2018","A","Cycle Inspection / Re-inspection",12
"363","40379746","RESTUARANT NIPPON","02/14/2019","A","Cycle Inspection / Re-inspection",4
"364","40379890","O'HARA'S","04/04/2019","A","Cycle Inspection / Initial Inspection",10
"365","40379894","AQUEDUCT NORTH","04/30/2018","A","Cycle Inspection / Initial Inspection",9
"366","40379920","E.A.T. CAFE","01/09/2019","B","Cycle Inspection / Re-inspection",14
"367","40379994","YANKEE CLIPPER","01/10/2018","A","Cycle Inspection / Initial Inspection",13
"368","40380044","REX MANOR","04/10/2019","A","Cycle Inspection / Initial Inspection",13
"369","40380164","CUCHIFRITOS","08/21/2018","A","Cycle Inspection / Initial Inspection",10
"370","40380182","CLUB 101","08/08/2018","A","Cycle Inspection / Initial Inspection",5
"371","40380253","RIVERDALE DINER","05/18/2018","A","Cycle Inspection / Initial Inspection",13
"372","40380422","CARLOS PIZZA","02/27/2019","A","Cycle Inspection / Initial Inspection",8
"373","40380432","THE BITTER END","03/27/2019","A","Cycle Inspection / Initial Inspection",13
"374","40380457","ARRIBA ARRIBA","12/04/2018","A","Cycle Inspection / Initial Inspection",5
"375","40380464","GEIDO RESTAURANT","11/23/2018","A","Cycle Inspection / Initial Inspection",10
"376","40380517","BARNEY GREENGRASS","03/21/2019",NA,"Cycle Inspection / Initial Inspection",12
"377","40380520","ANNAM BRAHAM RESTAURANT","02/11/2019","A","Cycle Inspection / Initial Inspection",9
"378","40380559","SUPERNOVA-NOVOTEL HOTEL","01/29/2019","A","Cycle Inspection / Initial Inspection",8
"379","40380592","MONTERO BAR & GRILL","02/28/2019","A","Cycle Inspection / Initial Inspection",8
"380","40380628","PISA PIZZERIA","02/05/2019","A","Cycle Inspection / Re-inspection",13
"381","40380657","PETE'S CLAM STOP","04/06/2019","A","Cycle Inspection / Initial Inspection",13
"382","40380660","BURRITO LOCO","03/12/2018","A","Cycle Inspection / Initial Inspection",11
"383","40380826","FIT CAFETERIA (BUILDING A ) (8th ave)","04/02/2018","A","Cycle Inspection / Initial Inspection",9
"384","40380996","SMILING PIZZA","11/20/2018","A","Cycle Inspection / Initial Inspection",9
"385","40381210","SYMPOSIUM GREEK RESTAURANT","01/07/2019","C","Cycle Inspection / Re-inspection",38
"386","40381344","NINA'S RESTAURANT PIZZERIA","05/10/2018","A","Cycle Inspection / Initial Inspection",12
"387","40381420","VILLAGE YOKOCHO","01/02/2019",NA,"Cycle Inspection / Initial Inspection",13
"388","40381551","CLARK'S RESTAURANT","12/31/2018","A","Cycle Inspection / Re-inspection",9
"389","40381595","PIETROS","07/24/2018","A","Cycle Inspection / Initial Inspection",7
"390","40381720","MISS LILY'S 7A","06/04/2018","A","Cycle Inspection / Initial Inspection",8
"391","40381797","ROSA MEXICANO","09/29/2018","A","Cycle Inspection / Re-inspection",12
"392","40381811","DUFFY'S","04/08/2019","A","Cycle Inspection / Re-inspection",12
"393","40382052","LATOURETTE GOLF COURSE","05/18/2018","A","Cycle Inspection / Initial Inspection",7
"394","40382057","DYKER BEACH GOLF (GRILL ROOM)","05/15/2018","A","Cycle Inspection / Initial Inspection",4
"395","40382395","COOGAN'S","04/04/2018","A","Cycle Inspection / Initial Inspection",10
"396","40382652","TOMMY'S PIZZA","05/15/2018","A","Cycle Inspection / Initial Inspection",4
"397","40382802","PARNELL'S PUB","04/01/2019","Z","Cycle Inspection / Re-inspection",20
"398","40382876","LA FE RESTAURANT","11/09/2018","A","Cycle Inspection / Re-inspection",10
"399","40382877","OCEAN DRAGON RESTAURANT","02/15/2019","A","Cycle Inspection / Re-inspection",12
"400","40383003","COBBLESTONE PUB","01/24/2019","A","Cycle Inspection / Initial Inspection",7
"401","40383033","O'SULLIVAN'S PUB","09/06/2018","A","Cycle Inspection / Initial Inspection",13
"402","40383044","PIZZA WAGON","04/30/2018","A","Cycle Inspection / Initial Inspection",9
"403","40383067","RUSSIAN TURKISH BATHS","06/05/2018","A","Cycle Inspection / Initial Inspection",6
"404","40383090","TORTILLA FLATS","04/11/2018","A","Cycle Inspection / Initial Inspection",2
"405","40383147","IL TOSCANO RISTORANTE","03/28/2019","A","Cycle Inspection / Initial Inspection",10
"406","40383281","GABY'S PIZZA","02/11/2019","A","Cycle Inspection / Re-inspection",7
"407","40383284","VERDI RESTAURANT","05/02/2018","A","Cycle Inspection / Initial Inspection",7
"408","40383354","THE CORNELIA STREET CAFE","08/22/2018","A","Cycle Inspection / Initial Inspection",10
"409","40383464","LE BERNARDIN","06/04/2018","A","Cycle Inspection / Initial Inspection",13
"410","40383496","THE GROTTO","01/02/2019","A","Cycle Inspection / Initial Inspection",10
"411","40383511","BRANDY'S PIANO BAR","08/09/2018","B","Cycle Inspection / Re-inspection",25
"412","40383609","REAL MADRID RESTAURANT","04/04/2019","A","Cycle Inspection / Initial Inspection",13
"413","40383737","CANLON'S RESTAURANT","11/28/2018","A","Cycle Inspection / Re-inspection",12
"414","40383763","COUSIN JOHN'S CAFE AND BAKERY","06/14/2018","A","Cycle Inspection / Initial Inspection",3
"415","40383819","LAST STOP (AI & JI) RESTAURANT","02/05/2019","A","Cycle Inspection / Initial Inspection",10
"416","40383825","RUSSIAN SAMOVAR","06/05/2018","A","Cycle Inspection / Initial Inspection",6
"417","40383931","FLASH DANCERS","05/09/2018","A","Cycle Inspection / Re-inspection",7
"418","40383945","PIZZA D'ORO","10/03/2018","A","Cycle Inspection / Re-inspection",4
"419","40384036","MCDONALD'S","10/12/2018","A","Cycle Inspection / Initial Inspection",2
"420","40384115","PHIL & SONS RESTAURANT & PIZZERIA","01/29/2019","A","Cycle Inspection / Initial Inspection",11
"421","40384188","LA MELA RESTAURANT","03/28/2018","A","Cycle Inspection / Initial Inspection",7
"422","40384222","PJ MORANS","01/03/2019","A","Cycle Inspection / Re-inspection",12
"423","40384323","OMEGA COFFEE SHOP","05/19/2018","A","Cycle Inspection / Initial Inspection",5
"424","40384340","FRIEND OF A FARMER","02/01/2019","A","Cycle Inspection / Re-inspection",9
"425","40384458","DREAM PIZZA","09/13/2018","A","Cycle Inspection / Initial Inspection",12
"426","40384507","IRENE'S PLACE","12/28/2018","A","Cycle Inspection / Initial Inspection",12
"427","40384525","KANES DELI DINER","07/10/2018","A","Cycle Inspection / Initial Inspection",12
"428","40384528","VESELKA RESTAURANT","03/29/2019","A","Cycle Inspection / Re-inspection",8
"429","40384575","WHITE CASTLE","06/01/2018","A","Cycle Inspection / Initial Inspection",8
"430","40384662","J & R PIZZA","12/12/2018","A","Cycle Inspection / Re-inspection",13
"431","40384671","CHEZ JOSEPHINE","10/01/2018","B","Cycle Inspection / Re-inspection",27
"432","40384820","DUNKIN' DONUTS, BASKIN ROBBINS","12/12/2018","A","Cycle Inspection / Initial Inspection",12
"433","40384920","VICTORY SWEET SHOP","03/29/2019","A","Cycle Inspection / Initial Inspection",12
"434","40385057","CAPPUCCINO CAFE","05/15/2018","A","Cycle Inspection / Initial Inspection",2
"435","40385157","PANGEA RESTAURANT","03/26/2019","A","Cycle Inspection / Initial Inspection",10
"436","40385161","AUTOMATIC SLIMS","11/09/2018","A","Cycle Inspection / Re-inspection",13
"437","40385461","CLOISTER CAFE","04/10/2019","A","Cycle Inspection / Initial Inspection",11
"438","40385515","JIMBO'S HAMBURGER PLACE","04/25/2018","A","Cycle Inspection / Initial Inspection",8
"439","40385555","200 FIFTH AVENUE RESTAURANT & SPORTS BAR","03/28/2019","A","Cycle Inspection / Re-inspection",10
"440","40385580","LATTANZI","03/11/2019","A","Cycle Inspection / Re-inspection",10
"441","40385584","PIZZA GARDEN","01/14/2019","A","Cycle Inspection / Re-inspection",13
"442","40385587","ISLAND","10/02/2018","A","Cycle Inspection / Initial Inspection",12
"443","40385606","SUSHIDEN","06/19/2018","B","Cycle Inspection / Re-inspection",17
"444","40385680","EASTWOOD MANOR","04/03/2018","A","Cycle Inspection / Initial Inspection",13
"445","40385693","SALUMERIA BEILLESE/ BIRICCHINO REST","03/01/2019","A","Cycle Inspection / Initial Inspection",12
"446","40385767","ACADEMY RESTAURAUNT","02/28/2019","A","Cycle Inspection / Re-inspection",4
"447","40385774","PARK PLAZA RESTAURANT","05/07/2018","A","Cycle Inspection / Initial Inspection",12
"448","40385852","SAM'S PLACE","06/21/2018","A","Cycle Inspection / Initial Inspection",9
"449","40385873","RAY'S PIZZA","03/06/2019","A","Cycle Inspection / Initial Inspection",13
"450","40385885","HUNTER'S STEAK & ALE HOUSE","11/08/2018","A","Cycle Inspection / Initial Inspection",13
"451","40385955","LJUBO'S PIZZERIA","01/23/2019","A","Cycle Inspection / Initial Inspection",2
"452","40385974","DAKOTA DINER","02/21/2019","A","Cycle Inspection / Initial Inspection",10
"453","40386001","PRIMOLA RESTAURANT","03/12/2019","A","Cycle Inspection / Re-inspection",13
"454","40386058","ARIRANG HIBACHI STEAK HOUSE","07/25/2018","A","Cycle Inspection / Re-inspection",11
"455","40386067","COUNTRY DONUTS","12/03/2018","A","Cycle Inspection / Re-inspection",9
"456","40386147","JACKS FIRE DEPARTMENT","04/11/2019","Z","Cycle Inspection / Re-inspection",27
"457","40386278","VENICE PIZZA","12/13/2018","A","Cycle Inspection / Initial Inspection",12
"458","40386303","PIZZA PLUS","01/03/2019","A","Cycle Inspection / Initial Inspection",5
"459","40386340","NILES RESTAURANT","12/18/2018","A","Cycle Inspection / Initial Inspection",11
"460","40386425","TASTY'S","06/12/2018","A","Cycle Inspection / Initial Inspection",12
"461","40386428","OAKLAND CAFETERIA/QUEENSBOROUGH COMMUNITY COLLEGE","07/09/2018","A","Cycle Inspection / Initial Inspection",3
"462","40386429","Q.B.COMM.COLLEGE-MAIN KITCHEN/TIGER BITES SECTION","01/18/2019","A","Cycle Inspection / Re-inspection",5
"463","40386508","NEW YORK UNIVERSITY - LAW SCHOOL","04/05/2019","A","Cycle Inspection / Re-inspection",7
"464","40386528","ERIN'S ISLE","12/27/2018","A","Cycle Inspection / Initial Inspection",12
"465","40386556","WESTSIDE RESTAURANT","04/15/2019","A","Cycle Inspection / Initial Inspection",11
"466","40386569","SAL AND CARMINE PIZZA","01/14/2019","A","Cycle Inspection / Initial Inspection",11
"467","40386570","CUBBYHOLE","02/20/2018","A","Cycle Inspection / Initial Inspection",7
"468","40386612","WHITE CASTLE","03/28/2019","A","Cycle Inspection / Initial Inspection",12
"469","40386619","PERIYALI","09/18/2018","A","Cycle Inspection / Re-inspection",10
"470","40386646","CLUB METROPOLITAN","07/30/2018","A","Cycle Inspection / Initial Inspection",2
"471","40386672","FRANK'S SOUP BOWL","11/13/2018","A","Cycle Inspection / Re-inspection",12
"472","40386675","COPPER KETTLE","03/25/2019","A","Cycle Inspection / Initial Inspection",11
"473","40386722","SANREMO PIZZA","03/28/2019","Z","Cycle Inspection / Reopening Inspection",4
"474","40386747","ARNO RISTORANTE","04/08/2019","A","Cycle Inspection / Initial Inspection",9
"475","40386793","SCIENCE CAFE (QUEENSBOROUGH  COMMUNITY COLLEGE)","03/20/2019","A","Cycle Inspection / Initial Inspection",13
